,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,udp_source_port,udp_destination_port,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls
124,87.248.107.206,172.20.146.77,6,TLS,1754,125,2024-03-28 01:46:22.271897,1711586782.271897200,,,,,,,,,,443,48890,0x0010,162386,753,TLS_Packet_Captured
125,87.248.107.206,172.20.146.77,6,TLS,9434,126,2024-03-28 01:46:22.271897,1711586782.271897400,,,,,,,,,,443,48890,0x0010,164086,753,TLS_Packet_Captured
126,172.20.146.77,87.248.107.206,6,TCP,54,127,2024-03-28 01:46:22.271918,1711586782.271917600,,,,,,,,,,48890,443,0x0010,753,164086,
127,172.20.146.77,87.248.107.206,6,TCP,54,128,2024-03-28 01:46:22.271953,1711586782.271953100,,,,,,,,,,48890,443,0x0010,753,173466,
128,87.248.107.206,172.20.146.77,6,TLS,4074,129,2024-03-28 01:46:22.281070,1711586782.281069700,,,,,,,,,,443,48890,0x0010,173466,753,TLS_Packet_Captured
129,172.20.146.77,87.248.107.206,6,TCP,54,130,2024-03-28 01:46:22.281113,1711586782.281112600,,,,,,,,,,48890,443,0x0010,753,177486,
130,87.248.107.206,172.20.146.77,6,TLS,3202,131,2024-03-28 01:46:22.281928,1711586782.281927800,,,,,,,,,,443,48890,0x0010,177486,753,TLS_Packet_Captured
131,87.248.107.206,172.20.146.77,6,TLS,1806,132,2024-03-28 01:46:22.281928,1711586782.281928000,,,,,,,,,,443,48890,0x0010,180634,753,TLS_Packet_Captured
132,87.248.107.206,172.20.146.77,6,TLS,5706,133,2024-03-28 01:46:22.281928,1711586782.281928000,,,,,,,,,,443,48890,0x0010,182386,753,TLS_Packet_Captured
133,172.20.146.77,87.248.107.206,6,TCP,54,134,2024-03-28 01:46:22.281947,1711586782.281947100,,,,,,,,,,48890,443,0x0010,753,180634,
134,172.20.146.77,87.248.107.206,6,TCP,54,135,2024-03-28 01:46:22.281978,1711586782.281978000,,,,,,,,,,48890,443,0x0010,753,182386,
135,172.20.146.77,87.248.107.206,6,TCP,54,136,2024-03-28 01:46:22.281981,1711586782.281981400,,,,,,,,,,48890,443,0x0010,753,188038,
136,87.248.107.206,172.20.146.77,6,TLS,1394,137,2024-03-28 01:46:22.281984,1711586782.281983800,,,,,,,,,,443,48890,0x0010,188038,753,TLS_Packet_Captured
137,172.20.146.77,87.248.107.206,6,TCP,54,138,2024-03-28 01:46:22.281986,1711586782.281985900,,,,,,,,,,48890,443,0x0010,753,189378,
138,87.248.107.206,172.20.146.77,6,TLS,11410,139,2024-03-28 01:46:22.282634,1711586782.282634500,,,,,,,,,,443,48890,0x0010,189378,753,TLS_Packet_Captured
139,172.20.146.77,87.248.107.206,6,TCP,54,140,2024-03-28 01:46:22.282663,1711586782.282663000,,,,,,,,,,48890,443,0x0010,753,200734,
140,87.248.107.206,172.20.146.77,6,TLS,14794,141,2024-03-28 01:46:22.283696,1711586782.283696100,,,,,,,,,,443,48890,0x0010,200734,753,TLS_Packet_Captured
141,172.20.146.77,87.248.107.206,6,TCP,54,142,2024-03-28 01:46:22.283716,1711586782.283715800,,,,,,,,,,48890,443,0x0010,753,215474,
