,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,udp_source_port,udp_destination_port,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls
54,18.154.161.80,172.20.146.77,6,TLS,611,55,2024-03-28 01:37:34.848354,1711586254.848353700,,,,,,,,,,443,36088,0x0018,36301,752,TLS_Packet_Captured
55,172.20.146.77,18.154.161.80,6,TCP,54,56,2024-03-28 01:37:34.848387,1711586254.848386500,,,,,,,,,,36088,443,0x0010,752,36858,
56,18.154.161.80,172.20.146.77,6,TLS,262,57,2024-03-28 01:37:34.861341,1711586254.861341400,,,,,,,,,,443,36088,0x0018,36858,752,TLS_Packet_Captured
57,18.154.161.80,172.20.146.77,6,TLS,1109,58,2024-03-28 01:37:34.861342,1711586254.861341600,,,,,,,,,,443,36088,0x0018,37066,752,TLS_Packet_Captured
58,172.20.146.77,18.154.161.80,6,TCP,54,59,2024-03-28 01:37:34.861473,1711586254.861473300,,,,,,,,,,36088,443,0x0010,752,38121,
59,18.154.161.80,172.20.146.77,6,TLS,2075,60,2024-03-28 01:37:34.865601,1711586254.865600500,,,,,,,,,,443,36088,0x0018,38121,752,TLS_Packet_Captured
60,18.154.161.80,172.20.146.77,6,TLS,2657,61,2024-03-28 01:37:34.865601,1711586254.865600700,,,,,,,,,,443,36088,0x0018,40142,752,TLS_Packet_Captured
61,18.154.161.80,172.20.146.77,6,TLS,1394,62,2024-03-28 01:37:34.865601,1711586254.865600800,,,,,,,,,,443,36088,0x0010,42745,752,TLS_Packet_Captured
62,172.20.146.77,18.154.161.80,6,TCP,54,63,2024-03-28 01:37:34.865644,1711586254.865644200,,,,,,,,,,36088,443,0x0010,752,44085,
63,18.154.161.80,172.20.146.77,6,TCP,1394,64,2024-03-28 01:37:34.868042,1711586254.868041900,,,,,,,,,,443,36088,0x0018,44085,752,
64,18.154.161.80,172.20.146.77,6,TCP,2734,65,2024-03-28 01:37:34.868042,1711586254.868042200,,,,,,,,,,443,36088,0x0018,45425,752,
65,18.154.161.80,172.20.146.77,6,TCP,2734,66,2024-03-28 01:37:34.868042,1711586254.868042200,,,,,,,,,,443,36088,0x0018,48105,752,
66,18.154.161.80,172.20.146.77,6,TCP,2734,67,2024-03-28 01:37:34.868042,1711586254.868042200,,,,,,,,,,443,36088,0x0018,50785,752,
67,172.20.146.77,18.154.161.80,6,TCP,54,68,2024-03-28 01:37:34.868073,1711586254.868072400,,,,,,,,,,36088,443,0x0010,752,48105,
68,172.20.146.77,18.154.161.80,6,TCP,54,69,2024-03-28 01:37:34.868092,1711586254.868092100,,,,,,,,,,36088,443,0x0010,752,53465,
69,18.154.161.80,172.20.146.77,6,TLS,2734,70,2024-03-28 01:37:34.875405,1711586254.875404600,,,,,,,,,,443,36088,0x0018,53465,752,TLS_Packet_Captured
70,172.20.146.77,18.154.161.80,6,TCP,54,71,2024-03-28 01:37:34.875437,1711586254.875437200,,,,,,,,,,36088,443,0x0010,752,56145,
71,18.154.161.80,172.20.146.77,6,TLS,1278,72,2024-03-28 01:37:34.877868,1711586254.877867800,,,,,,,,,,443,36088,0x0018,56145,752,TLS_Packet_Captured
72,172.20.146.77,18.154.161.80,6,TCP,54,73,2024-03-28 01:37:34.878055,1711586254.878054600,,,,,,,,,,36088,443,0x0010,752,57369,
73,172.20.146.77,172.20.144.1,17,DNS,77,74,2024-03-28 01:37:34.878966,1711586254.878966400,37641,53,www.express.co.uk,,1,0x0001,1,0,0,,,,,,
74,172.20.146.77,172.20.144.1,17,DNS,77,75,2024-03-28 01:37:34.878972,1711586254.878971700,37641,53,www.express.co.uk,,28,0x0001,1,0,0,,,,,,
75,172.20.144.1,172.20.146.77,17,DNS,230,76,2024-03-28 01:37:34.879777,1711586254.879777500,53,37641,www.express.co.uk,www.express.co.uk,1,0x0001,1,5,0,,,,,,
76,172.20.144.1,172.20.146.77,17,DNS,390,77,2024-03-28 01:37:34.880038,1711586254.880038000,53,37641,www.express.co.uk,www.express.co.uk,28,0x0001,1,9,0,,,,,,
77,172.20.146.77,18.154.161.80,6,TCP,74,78,2024-03-28 01:37:34.880348,1711586254.880347700,,,,,,,,,,36090,443,0x0002,0,0,
78,18.154.161.80,172.20.146.77,6,TCP,66,79,2024-03-28 01:37:34.926585,1711586254.926584800,,,,,,,,,,443,36090,0x0012,0,1,
79,172.20.146.77,18.154.161.80,6,TCP,54,80,2024-03-28 01:37:34.926635,1711586254.926634500,,,,,,,,,,36090,443,0x0010,1,1,
80,172.20.146.77,18.154.161.80,6,TLS,571,81,2024-03-28 01:37:34.978743,1711586254.978742700,,,,,,,,,,36090,443,0x0018,1,1,TLS_Packet_Captured
