,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,udp_source_port,udp_destination_port
338,23.51.246.151,172.20.146.77,6,TCP,5414,339,2024-03-28 01:34:34.733559,1711586074.733559400,443,38682,0x0010,150093,822,,,,,,,,,,
339,172.20.146.77,23.51.246.151,6,TCP,54,340,2024-03-28 01:34:34.733562,1711586074.733561500,38682,443,0x0010,822,155453,,,,,,,,,,
340,23.51.246.151,172.20.146.77,6,TLS,350,341,2024-03-28 01:34:34.734062,1711586074.734062100,443,38682,0x0018,156793,822,TLS_Packet_Captured,,,,,,,,,
341,23.51.246.151,172.20.146.77,6,DATA,1394,342,2024-03-28 01:34:34.734062,1711586074.734062200,443,38682,0x0010,155453,822,,,,,,,,,,
342,23.51.246.151,172.20.146.77,6,TLS,5414,343,2024-03-28 01:34:34.734062,1711586074.734062200,443,38682,0x0018,157089,822,TLS_Packet_Captured,,,,,,,,,
343,23.51.246.151,172.20.146.77,6,TLS,1394,344,2024-03-28 01:34:34.734062,1711586074.734062300,443,38682,0x0010,162449,822,TLS_Packet_Captured,,,,,,,,,
344,172.20.146.77,23.51.246.151,6,TCP,66,345,2024-03-28 01:34:34.734087,1711586074.734086900,38682,443,0x0010,822,155453,,,,,,,,,,
345,172.20.146.77,23.51.246.151,6,TCP,54,346,2024-03-28 01:34:34.734090,1711586074.734090000,38682,443,0x0010,822,157089,,,,,,,,,,
346,172.20.146.77,23.51.246.151,6,TCP,54,347,2024-03-28 01:34:34.734092,1711586074.734091500,38682,443,0x0010,822,162449,,,,,,,,,,
347,172.20.146.77,23.51.246.151,6,TCP,54,348,2024-03-28 01:34:34.734093,1711586074.734092800,38682,443,0x0010,822,163789,,,,,,,,,,
348,23.51.246.151,172.20.146.77,6,TLS,6754,349,2024-03-28 01:34:34.734517,1711586074.734517000,443,38682,0x0018,163789,822,TLS_Packet_Captured,,,,,,,,,
349,172.20.146.77,23.51.246.151,6,TCP,54,350,2024-03-28 01:34:34.734524,1711586074.734524100,38682,443,0x0010,822,170489,,,,,,,,,,
350,23.51.246.151,172.20.146.77,6,TLS,2590,351,2024-03-28 01:34:34.743140,1711586074.743140100,443,38682,0x0018,170489,822,TLS_Packet_Captured,,,,,,,,,
351,172.20.146.77,23.51.246.151,6,TCP,54,352,2024-03-28 01:34:34.743159,1711586074.743158900,38682,443,0x0010,822,173025,,,,,,,,,,
352,23.51.246.151,172.20.146.77,6,TLS,7942,353,2024-03-28 01:34:34.743470,1711586074.743470500,443,38682,0x0018,173025,822,TLS_Packet_Captured,,,,,,,,,
353,23.51.246.151,172.20.146.77,6,TLS,2734,354,2024-03-28 01:34:34.743471,1711586074.743470800,443,38682,0x0010,180913,822,TLS_Packet_Captured,,,,,,,,,
354,172.20.146.77,23.51.246.151,6,TCP,54,355,2024-03-28 01:34:34.743490,1711586074.743490300,38682,443,0x0010,822,180913,,,,,,,,,,
355,172.20.146.77,23.51.246.151,6,TCP,54,356,2024-03-28 01:34:34.743496,1711586074.743495800,38682,443,0x0010,822,183593,,,,,,,,,,
356,23.51.246.151,172.20.146.77,6,TLS,5414,357,2024-03-28 01:34:34.743962,1711586074.743961500,443,38682,0x0018,183593,822,TLS_Packet_Captured,,,,,,,,,
357,23.51.246.151,172.20.146.77,6,TLS,2734,358,2024-03-28 01:34:34.743962,1711586074.743961600,443,38682,0x0010,188953,822,TLS_Packet_Captured,,,,,,,,,
358,172.20.146.77,23.51.246.151,6,TCP,54,359,2024-03-28 01:34:34.743979,1711586074.743979400,38682,443,0x0010,822,188953,,,,,,,,,,
359,172.20.146.77,23.51.246.151,6,TCP,54,360,2024-03-28 01:34:34.743984,1711586074.743984000,38682,443,0x0010,822,191633,,,,,,,,,,
360,23.51.246.151,172.20.146.77,6,TLS,3370,361,2024-03-28 01:34:34.746997,1711586074.746996600,443,38682,0x0018,191633,822,TLS_Packet_Captured,,,,,,,,,
361,172.20.146.77,23.51.246.151,6,TCP,54,362,2024-03-28 01:34:34.747016,1711586074.747016300,38682,443,0x0010,822,194949,,,,,,,,,,
362,23.51.246.151,172.20.146.77,6,TLS,5414,363,2024-03-28 01:34:34.747614,1711586074.747614000,443,38682,0x0018,194949,822,TLS_Packet_Captured,,,,,,,,,
363,23.51.246.151,172.20.146.77,6,TLS,5414,364,2024-03-28 01:34:34.747614,1711586074.747614300,443,38682,0x0018,200309,822,TLS_Packet_Captured,,,,,,,,,
364,172.20.146.77,23.51.246.151,6,TCP,54,365,2024-03-28 01:34:34.747631,1711586074.747631300,38682,443,0x0010,822,200309,,,,,,,,,,
365,172.20.146.77,23.51.246.151,6,TCP,54,366,2024-03-28 01:34:34.747663,1711586074.747663500,38682,443,0x0010,822,205669,,,,,,,,,,
366,23.51.246.151,172.20.146.77,6,TLS,6118,367,2024-03-28 01:34:34.747671,1711586074.747670800,443,38682,0x0018,205669,822,TLS_Packet_Captured,,,,,,,,,
367,172.20.146.77,23.51.246.151,6,TCP,54,368,2024-03-28 01:34:34.747673,1711586074.747673300,38682,443,0x0010,822,211733,,,,,,,,,,
368,23.51.246.151,172.20.146.77,6,TLS,2734,369,2024-03-28 01:34:34.750577,1711586074.750577000,443,38682,0x0010,211733,822,TLS_Packet_Captured,,,,,,,,,
369,23.51.246.151,172.20.146.77,6,TLS,570,370,2024-03-28 01:34:34.750577,1711586074.750577200,443,38682,0x0018,215753,822,TLS_Packet_Captured,,,,,,,,,
370,23.51.246.151,172.20.146.77,6,TCP,1394,371,2024-03-28 01:34:34.750577,1711586074.750577200,443,38682,0x0010,214413,822,,,,,,,,,,
371,23.51.246.151,172.20.146.77,6,TLS,5414,372,2024-03-28 01:34:34.750577,1711586074.750577300,443,38682,0x0010,216269,822,TLS_Packet_Captured,,,,,,,,,
372,172.20.146.77,23.51.246.151,6,TCP,54,373,2024-03-28 01:34:34.750596,1711586074.750596100,38682,443,0x0010,822,214413,,,,,,,,,,
373,172.20.146.77,23.51.246.151,6,TCP,66,374,2024-03-28 01:34:34.750628,1711586074.750627400,38682,443,0x0010,822,214413,,,,,,,,,,
374,172.20.146.77,23.51.246.151,6,TCP,54,375,2024-03-28 01:34:34.750631,1711586074.750630900,38682,443,0x0010,822,216269,,,,,,,,,,
375,172.20.146.77,23.51.246.151,6,TCP,54,376,2024-03-28 01:34:34.750632,1711586074.750632300,38682,443,0x0010,822,221629,,,,,,,,,,
376,23.51.246.151,172.20.146.77,6,TLS,2734,377,2024-03-28 01:34:34.755516,1711586074.755516200,443,38682,0x0018,221629,822,TLS_Packet_Captured,,,,,,,,,
377,172.20.146.77,23.51.246.151,6,TCP,54,378,2024-03-28 01:34:34.755534,1711586074.755534400,38682,443,0x0010,822,224309,,,,,,,,,,
378,23.51.246.151,172.20.146.77,6,TLS,8094,379,2024-03-28 01:34:34.756751,1711586074.756750800,443,38682,0x0018,224309,822,TLS_Packet_Captured,,,,,,,,,
379,23.51.246.151,172.20.146.77,6,TLS,8094,380,2024-03-28 01:34:34.756751,1711586074.756751000,443,38682,0x0018,232349,822,TLS_Packet_Captured,,,,,,,,,
380,172.20.146.77,23.51.246.151,6,TCP,54,381,2024-03-28 01:34:34.756802,1711586074.756802100,38682,443,0x0010,822,232349,,,,,,,,,,
381,172.20.146.77,23.51.246.151,6,TCP,54,382,2024-03-28 01:34:34.756841,1711586074.756841000,38682,443,0x0010,822,240389,,,,,,,,,,
382,23.51.246.151,172.20.146.77,6,TLS,2218,383,2024-03-28 01:34:34.756846,1711586074.756845900,443,38682,0x0018,240389,822,TLS_Packet_Captured,,,,,,,,,
383,172.20.146.77,23.51.246.151,6,TCP,54,384,2024-03-28 01:34:34.756850,1711586074.756850100,38682,443,0x0010,822,242553,,,,,,,,,,
384,23.51.246.151,172.20.146.77,6,TLS,2734,385,2024-03-28 01:34:34.760521,1711586074.760521300,443,38682,0x0010,242553,822,TLS_Packet_Captured,,,,,,,,,
385,172.20.146.77,23.51.246.151,6,TCP,54,386,2024-03-28 01:34:34.760539,1711586074.760539000,38682,443,0x0010,822,245233,,,,,,,,,,
386,23.51.246.151,172.20.146.77,6,TLS,1394,387,2024-03-28 01:34:34.760891,1711586074.760890900,443,38682,0x0010,245233,822,TLS_Packet_Captured,,,,,,,,,
387,172.20.146.77,23.51.246.151,6,TCP,54,388,2024-03-28 01:34:34.760935,1711586074.760934700,38682,443,0x0010,822,246573,,,,,,,,,,
388,23.51.246.151,172.20.146.77,6,TLS,2734,389,2024-03-28 01:34:34.765939,1711586074.765939400,443,38682,0x0010,246573,822,TLS_Packet_Captured,,,,,,,,,
389,172.20.146.77,23.51.246.151,6,TCP,54,390,2024-03-28 01:34:34.765991,1711586074.765990900,38682,443,0x0010,822,249253,,,,,,,,,,
390,23.51.246.151,172.20.146.77,6,TLS,936,391,2024-03-28 01:34:34.766388,1711586074.766387700,443,38682,0x0018,249253,822,TLS_Packet_Captured,,,,,,,,,
391,172.20.146.77,23.51.246.151,6,TCP,54,392,2024-03-28 01:34:34.766402,1711586074.766402000,38682,443,0x0010,822,250135,,,,,,,,,,
392,172.20.146.77,23.51.246.151,6,TCP,54,393,2024-03-28 01:34:34.774045,1711586074.774044400,38640,443,0x0011,822,250106,,,,,,,,,,
393,172.20.146.77,172.20.144.1,17,DNS,78,394,2024-03-28 01:34:34.775407,1711586074.775406500,,,,,,,www.indiatimes.com,,1,0x0001,1,0,0,47188,53
394,172.20.146.77,172.20.144.1,17,DNS,78,395,2024-03-28 01:34:34.775410,1711586074.775409900,,,,,,,www.indiatimes.com,,28,0x0001,1,0,0,47188,53
395,172.20.144.1,172.20.146.77,17,DNS,260,396,2024-03-28 01:34:34.776796,1711586074.776796400,,,,,,,www.indiatimes.com,www.indiatimes.com,1,0x0001,1,3,0,53,47188
396,172.20.144.1,172.20.146.77,17,DNS,356,397,2024-03-28 01:34:34.777214,1711586074.777214200,,,,,,,www.indiatimes.com,www.indiatimes.com,28,0x0001,1,6,0,53,47188
397,172.20.146.77,23.51.246.151,6,TCP,74,398,2024-03-28 01:34:34.777618,1711586074.777618000,38684,443,0x0002,0,0,,,,,,,,,,
398,23.51.246.151,172.20.146.77,6,TCP,66,399,2024-03-28 01:34:34.836473,1711586074.836472800,443,38684,0x0012,0,1,,,,,,,,,,
399,172.20.146.77,23.51.246.151,6,TCP,54,400,2024-03-28 01:34:34.836525,1711586074.836525500,38684,443,0x0010,1,1,,,,,,,,,,
400,23.51.246.151,172.20.146.77,6,TLS,85,401,2024-03-28 01:34:34.838850,1711586074.838850500,443,38640,0x0018,250106,823,TLS_Packet_Captured,,,,,,,,,
401,23.51.246.151,172.20.146.77,6,TCP,54,402,2024-03-28 01:34:34.838851,1711586074.838850700,443,38640,0x0011,250137,823,,,,,,,,,,
402,172.20.146.77,23.51.246.151,6,TCP,54,403,2024-03-28 01:34:34.838871,1711586074.838871300,38640,443,0x0004,823,0,,,,,,,,,,
403,172.20.146.77,23.51.246.151,6,TCP,54,404,2024-03-28 01:34:34.838910,1711586074.838910400,38640,443,0x0004,823,0,,,,,,,,,,
404,172.20.146.77,23.51.246.151,6,TLS,571,405,2024-03-28 01:34:34.889629,1711586074.889629000,38684,443,0x0018,1,1,TLS_Packet_Captured,,,,,,,,,
405,23.51.246.151,172.20.146.77,6,TCP,54,406,2024-03-28 01:34:34.960196,1711586074.960196300,443,38684,0x0010,1,518,,,,,,,,,,
406,23.51.246.151,172.20.146.77,6,TLS,2734,407,2024-03-28 01:34:34.960196,1711586074.960196500,443,38684,0x0018,1,518,TLS_Packet_Captured,,,,,,,,,
407,23.51.246.151,172.20.146.77,6,TCP,130,408,2024-03-28 01:34:34.960196,1711586074.960196600,443,38684,0x0018,4021,518,,,,,,,,,,
408,23.51.246.151,172.20.146.77,6,TCP,1394,409,2024-03-28 01:34:34.960196,1711586074.960196600,443,38684,0x0010,2681,518,,,,,,,,,,
409,172.20.146.77,23.51.246.151,6,TCP,54,410,2024-03-28 01:34:34.960270,1711586074.960270400,38684,443,0x0010,518,2681,,,,,,,,,,
410,172.20.146.77,23.51.246.151,6,TCP,66,411,2024-03-28 01:34:34.960365,1711586074.960365400,38684,443,0x0010,518,2681,,,,,,,,,,
411,172.20.146.77,23.51.246.151,6,TCP,54,412,2024-03-28 01:34:34.960370,1711586074.960370400,38684,443,0x0010,518,4097,,,,,,,,,,
412,23.51.246.151,172.20.146.77,6,TLS,63,413,2024-03-28 01:34:34.978943,1711586074.978943100,443,38684,0x0018,5437,518,TLS_Packet_Captured,,,,,,,,,
413,23.51.246.151,172.20.146.77,6,DATA,1394,414,2024-03-28 01:34:34.978943,1711586074.978943300,443,38684,0x0010,4097,518,,,,,,,,,,
414,172.20.146.77,23.51.246.151,6,TCP,66,415,2024-03-28 01:34:34.978962,1711586074.978961900,38684,443,0x0010,518,4097,,,,,,,,,,
415,172.20.146.77,23.51.246.151,6,TCP,54,416,2024-03-28 01:34:34.978991,1711586074.978991000,38684,443,0x0010,518,5446,,,,,,,,,,
416,172.20.146.77,23.51.246.151,6,TLS,180,417,2024-03-28 01:34:34.980466,1711586074.980466300,38684,443,0x0018,518,5446,TLS_Packet_Captured,,,,,,,,,
417,23.51.246.151,172.20.146.77,6,TLS,105,418,2024-03-28 01:34:35.026551,1711586075.026551300,443,38684,0x0018,5446,644,TLS_Packet_Captured,,,,,,,,,
418,172.20.146.77,23.51.246.151,6,TCP,54,419,2024-03-28 01:34:35.026570,1711586075.026569700,38684,443,0x0010,644,5497,,,,,,,,,,
419,172.20.146.77,23.51.246.151,6,TLS,232,420,2024-03-28 01:34:35.028826,1711586075.028826200,38684,443,0x0018,644,5497,TLS_Packet_Captured,,,,,,,,,
420,23.51.246.151,172.20.146.77,6,TLS,2734,421,2024-03-28 01:34:35.081039,1711586075.081039100,443,38684,0x0018,5497,822,TLS_Packet_Captured,,,,,,,,,
421,23.51.246.151,172.20.146.77,6,TCP,1394,422,2024-03-28 01:34:35.081039,1711586075.081039300,443,38684,0x0010,8177,822,,,,,,,,,,
422,172.20.146.77,23.51.246.151,6,TCP,54,423,2024-03-28 01:34:35.081061,1711586075.081061100,38684,443,0x0010,822,8177,,,,,,,,,,
423,172.20.146.77,23.51.246.151,6,TCP,54,424,2024-03-28 01:34:35.081088,1711586075.081088300,38684,443,0x0010,822,9517,,,,,,,,,,
424,23.51.246.151,172.20.146.77,6,TCP,1394,425,2024-03-28 01:34:35.083193,1711586075.083193100,443,38684,0x0018,9517,822,,,,,,,,,,
425,23.51.246.151,172.20.146.77,6,TCP,2734,426,2024-03-28 01:34:35.083193,1711586075.083193200,443,38684,0x0018,10857,822,,,,,,,,,,
426,172.20.146.77,23.51.246.151,6,TCP,54,427,2024-03-28 01:34:35.083205,1711586075.083205400,38684,443,0x0010,822,10857,,,,,,,,,,
427,172.20.146.77,23.51.246.151,6,TCP,54,428,2024-03-28 01:34:35.083248,1711586075.083247600,38684,443,0x0010,822,13537,,,,,,,,,,
428,23.51.246.151,172.20.146.77,6,TCP,2734,429,2024-03-28 01:34:35.083969,1711586075.083968800,443,38684,0x0018,13537,822,,,,,,,,,,
429,23.51.246.151,172.20.146.77,6,TCP,2734,430,2024-03-28 01:34:35.083969,1711586075.083968900,443,38684,0x0018,16217,822,,,,,,,,,,
430,23.51.246.151,172.20.146.77,6,TCP,2734,431,2024-03-28 01:34:35.083969,1711586075.083968900,443,38684,0x0018,18897,822,,,,,,,,,,
431,23.51.246.151,172.20.146.77,6,TLS,2734,432,2024-03-28 01:34:35.083969,1711586075.083968900,443,38684,0x0018,21577,822,TLS_Packet_Captured,,,,,,,,,
432,172.20.146.77,23.51.246.151,6,TCP,54,433,2024-03-28 01:34:35.083975,1711586075.083974900,38684,443,0x0010,822,16217,,,,,,,,,,
433,172.20.146.77,23.51.246.151,6,TCP,54,434,2024-03-28 01:34:35.084120,1711586075.084120100,38684,443,0x0010,822,18897,,,,,,,,,,
434,172.20.146.77,23.51.246.151,6,TCP,54,435,2024-03-28 01:34:35.084129,1711586075.084128700,38684,443,0x0010,822,24257,,,,,,,,,,
435,23.51.246.151,172.20.146.77,6,TCP,2734,436,2024-03-28 01:34:35.089323,1711586075.089323300,443,38684,0x0018,24257,822,,,,,,,,,,
436,172.20.146.77,23.51.246.151,6,TCP,54,437,2024-03-28 01:34:35.089337,1711586075.089337400,38684,443,0x0010,822,26937,,,,,,,,,,
437,23.51.246.151,172.20.146.77,6,TCP,2734,438,2024-03-28 01:34:35.099545,1711586075.099545100,443,38684,0x0018,26937,822,,,,,,,,,,
438,172.20.146.77,23.51.246.151,6,TCP,54,439,2024-03-28 01:34:35.099560,1711586075.099559700,38684,443,0x0010,822,29617,,,,,,,,,,
439,23.51.246.151,172.20.146.77,6,TCP,1394,440,2024-03-28 01:34:35.109694,1711586075.109693500,443,38684,0x0010,29617,822,,,,,,,,,,
440,23.51.246.151,172.20.146.77,6,TCP,1394,441,2024-03-28 01:34:35.110245,1711586075.110245200,443,38684,0x0018,30957,822,,,,,,,,,,
441,23.51.246.151,172.20.146.77,6,TCP,1394,442,2024-03-28 01:34:35.110245,1711586075.110245300,443,38684,0x0010,32297,822,,,,,,,,,,
442,172.20.146.77,23.51.246.151,6,TCP,54,443,2024-03-28 01:34:35.110260,1711586075.110260100,38684,443,0x0010,822,32297,,,,,,,,,,
443,23.51.246.151,172.20.146.77,6,TCP,1394,444,2024-03-28 01:34:35.110923,1711586075.110923000,443,38684,0x0018,33637,822,,,,,,,,,,
444,23.51.246.151,172.20.146.77,6,TCP,2734,445,2024-03-28 01:34:35.110923,1711586075.110923000,443,38684,0x0018,34977,822,,,,,,,,,,
445,23.51.246.151,172.20.146.77,6,TLS,2734,446,2024-03-28 01:34:35.110923,1711586075.110923000,443,38684,0x0018,37657,822,TLS_Packet_Captured,,,,,,,,,
446,23.51.246.151,172.20.146.77,6,TLS,2734,447,2024-03-28 01:34:35.110923,1711586075.110923100,443,38684,0x0018,40337,822,TLS_Packet_Captured,,,,,,,,,
447,172.20.146.77,23.51.246.151,6,TCP,54,448,2024-03-28 01:34:35.110932,1711586075.110931900,38684,443,0x0010,822,34977,,,,,,,,,,
448,172.20.146.77,23.51.246.151,6,TCP,54,449,2024-03-28 01:34:35.111053,1711586075.111053000,38684,443,0x0010,822,43017,,,,,,,,,,
449,23.51.246.151,172.20.146.77,6,TCP,2734,450,2024-03-28 01:34:35.112780,1711586075.112779500,443,38684,0x0018,43017,822,,,,,,,,,,
450,23.51.246.151,172.20.146.77,6,TCP,2734,451,2024-03-28 01:34:35.112780,1711586075.112779600,443,38684,0x0018,45697,822,,,,,,,,,,
451,23.51.246.151,172.20.146.77,6,TCP,2734,452,2024-03-28 01:34:35.112780,1711586075.112779600,443,38684,0x0018,48377,822,,,,,,,,,,
452,23.51.246.151,172.20.146.77,6,TCP,2734,453,2024-03-28 01:34:35.120085,1711586075.120085300,443,38684,0x0018,51057,822,,,,,,,,,,
453,23.51.246.151,172.20.146.77,6,TCP,2734,454,2024-03-28 01:34:35.120085,1711586075.120085400,443,38684,0x0018,53737,822,,,,,,,,,,
454,23.51.246.151,172.20.146.77,6,TLS,4074,455,2024-03-28 01:34:35.120085,1711586075.120085400,443,38684,0x0018,56417,822,TLS_Packet_Captured,,,,,,,,,
455,23.51.246.151,172.20.146.77,6,TCP,2734,456,2024-03-28 01:34:35.120085,1711586075.120085500,443,38684,0x0018,60437,822,,,,,,,,,,
456,23.51.246.151,172.20.146.77,6,TCP,2734,457,2024-03-28 01:34:35.120136,1711586075.120136500,443,38684,0x0018,63117,822,,,,,,,,,,
457,172.20.146.77,23.51.246.151,6,TCP,54,458,2024-03-28 01:34:35.123922,1711586075.123922100,38684,443,0x0010,822,65797,,,,,,,,,,
458,23.51.246.151,172.20.146.77,6,TCP,2734,459,2024-03-28 01:34:35.141315,1711586075.141315500,443,38684,0x0018,65797,822,,,,,,,,,,
459,23.51.246.151,172.20.146.77,6,TLS,2734,460,2024-03-28 01:34:35.141316,1711586075.141315800,443,38684,0x0018,68477,822,TLS_Packet_Captured,,,,,,,,,
460,23.51.246.151,172.20.146.77,6,TCP,2734,461,2024-03-28 01:34:35.141316,1711586075.141315800,443,38684,0x0018,71157,822,,,,,,,,,,
461,23.51.246.151,172.20.146.77,6,TCP,2734,462,2024-03-28 01:34:35.141316,1711586075.141315800,443,38684,0x0018,73837,822,,,,,,,,,,
462,172.20.146.77,23.51.246.151,6,TCP,54,463,2024-03-28 01:34:35.141336,1711586075.141336200,38684,443,0x0010,822,68477,,,,,,,,,,
463,23.51.246.151,172.20.146.77,6,TCP,2734,464,2024-03-28 01:34:35.141372,1711586075.141372400,443,38684,0x0018,76517,822,,,,,,,,,,
464,23.51.246.151,172.20.146.77,6,TCP,2734,465,2024-03-28 01:34:35.141372,1711586075.141372400,443,38684,0x0018,79197,822,,,,,,,,,,
465,23.51.246.151,172.20.146.77,6,TCP,2734,466,2024-03-28 01:34:35.141372,1711586075.141372500,443,38684,0x0018,81877,822,,,,,,,,,,
466,23.51.246.151,172.20.146.77,6,TLS,2734,467,2024-03-28 01:34:35.141372,1711586075.141372500,443,38684,0x0018,84557,822,TLS_Packet_Captured,,,,,,,,,
467,172.20.146.77,23.51.246.151,6,TCP,54,468,2024-03-28 01:34:35.141421,1711586075.141421300,38684,443,0x0010,822,87237,,,,,,,,,,
468,23.51.246.151,172.20.146.77,6,TCP,1394,469,2024-03-28 01:34:35.141478,1711586075.141477700,443,38684,0x0018,87237,822,,,,,,,,,,
469,23.51.246.151,172.20.146.77,6,TCP,2734,470,2024-03-28 01:34:35.141478,1711586075.141477800,443,38684,0x0018,88577,822,,,,,,,,,,
470,23.51.246.151,172.20.146.77,6,TCP,2734,471,2024-03-28 01:34:35.141478,1711586075.141477800,443,38684,0x0018,91257,822,,,,,,,,,,
471,23.51.246.151,172.20.146.77,6,TCP,2734,472,2024-03-28 01:34:35.141478,1711586075.141477800,443,38684,0x0018,93937,822,,,,,,,,,,
472,23.51.246.151,172.20.146.77,6,TCP,2734,473,2024-03-28 01:34:35.141478,1711586075.141477900,443,38684,0x0018,96617,822,,,,,,,,,,
473,172.20.146.77,23.51.246.151,6,TCP,54,474,2024-03-28 01:34:35.141484,1711586075.141484200,38684,443,0x0010,822,88577,,,,,,,,,,
474,172.20.146.77,23.51.246.151,6,TCP,54,475,2024-03-28 01:34:35.141486,1711586075.141486500,38684,443,0x0010,822,91257,,,,,,,,,,
475,172.20.146.77,23.51.246.151,6,TCP,54,476,2024-03-28 01:34:35.141488,1711586075.141488300,38684,443,0x0010,822,93937,,,,,,,,,,
476,172.20.146.77,23.51.246.151,6,TCP,54,477,2024-03-28 01:34:35.141490,1711586075.141489700,38684,443,0x0010,822,96617,,,,,,,,,,
477,172.20.146.77,23.51.246.151,6,TCP,54,478,2024-03-28 01:34:35.141492,1711586075.141492400,38684,443,0x0010,822,99297,,,,,,,,,,
478,23.51.246.151,172.20.146.77,6,TCP,2734,479,2024-03-28 01:34:35.141597,1711586075.141596900,443,38684,0x0018,99297,822,,,,,,,,,,
479,23.51.246.151,172.20.146.77,6,TLS,2734,480,2024-03-28 01:34:35.141597,1711586075.141597000,443,38684,0x0018,101977,822,TLS_Packet_Captured,,,,,,,,,
480,23.51.246.151,172.20.146.77,6,TCP,2734,481,2024-03-28 01:34:35.141597,1711586075.141597000,443,38684,0x0018,104657,822,,,,,,,,,,
481,23.51.246.151,172.20.146.77,6,TCP,2734,482,2024-03-28 01:34:35.141597,1711586075.141597000,443,38684,0x0018,107337,822,,,,,,,,,,
482,172.20.146.77,23.51.246.151,6,TCP,54,483,2024-03-28 01:34:35.141603,1711586075.141602600,38684,443,0x0010,822,101977,,,,,,,,,,
483,172.20.146.77,23.51.246.151,6,TCP,54,484,2024-03-28 01:34:35.141631,1711586075.141630900,38684,443,0x0010,822,104657,,,,,,,,,,
484,172.20.146.77,23.51.246.151,6,TCP,54,485,2024-03-28 01:34:35.141649,1711586075.141649200,38684,443,0x0010,822,107337,,,,,,,,,,
485,172.20.146.77,23.51.246.151,6,TCP,54,486,2024-03-28 01:34:35.141667,1711586075.141667300,38684,443,0x0010,822,110017,,,,,,,,,,
486,23.51.246.151,172.20.146.77,6,TLS,2734,487,2024-03-28 01:34:35.141754,1711586075.141754400,443,38684,0x0018,110017,822,TLS_Packet_Captured,,,,,,,,,
487,23.51.246.151,172.20.146.77,6,TCP,2734,488,2024-03-28 01:34:35.141754,1711586075.141754500,443,38684,0x0018,112697,822,,,,,,,,,,
488,23.51.246.151,172.20.146.77,6,TCP,2734,489,2024-03-28 01:34:35.141754,1711586075.141754500,443,38684,0x0018,115377,822,,,,,,,,,,
489,23.51.246.151,172.20.146.77,6,TCP,4074,490,2024-03-28 01:34:35.141754,1711586075.141754500,443,38684,0x0018,118057,822,,,,,,,,,,
490,172.20.146.77,23.51.246.151,6,TCP,54,491,2024-03-28 01:34:35.141761,1711586075.141760800,38684,443,0x0010,822,112697,,,,,,,,,,
491,172.20.146.77,23.51.246.151,6,TCP,54,492,2024-03-28 01:34:35.141763,1711586075.141763000,38684,443,0x0010,822,115377,,,,,,,,,,
492,172.20.146.77,23.51.246.151,6,TCP,54,493,2024-03-28 01:34:35.141764,1711586075.141764500,38684,443,0x0010,822,118057,,,,,,,,,,
493,172.20.146.77,23.51.246.151,6,TCP,54,494,2024-03-28 01:34:35.141766,1711586075.141765800,38684,443,0x0010,822,122077,,,,,,,,,,
494,23.51.246.151,172.20.146.77,6,TCP,2734,495,2024-03-28 01:34:35.141800,1711586075.141800000,443,38684,0x0018,122077,822,,,,,,,,,,
495,23.51.246.151,172.20.146.77,6,TCP,2734,496,2024-03-28 01:34:35.141800,1711586075.141800000,443,38684,0x0018,124757,822,,,,,,,,,,
496,172.20.146.77,23.51.246.151,6,TCP,54,497,2024-03-28 01:34:35.141805,1711586075.141804700,38684,443,0x0010,822,124757,,,,,,,,,,
497,172.20.146.77,23.51.246.151,6,TCP,54,498,2024-03-28 01:34:35.141807,1711586075.141807100,38684,443,0x0010,822,127437,,,,,,,,,,
498,23.51.246.151,172.20.146.77,6,TLS,2734,499,2024-03-28 01:34:35.151594,1711586075.151594500,443,38684,0x0018,127437,822,TLS_Packet_Captured,,,,,,,,,
499,23.51.246.151,172.20.146.77,6,TCP,4074,500,2024-03-28 01:34:35.151595,1711586075.151594700,443,38684,0x0018,130117,822,,,,,,,,,,
500,23.51.246.151,172.20.146.77,6,TLS,4710,501,2024-03-28 01:34:35.151595,1711586075.151594800,443,38684,0x0018,134137,822,TLS_Packet_Captured,,,,,,,,,
501,172.20.146.77,23.51.246.151,6,TCP,54,502,2024-03-28 01:34:35.151616,1711586075.151616400,38684,443,0x0010,822,130117,,,,,,,,,,
502,172.20.146.77,23.51.246.151,6,TCP,54,503,2024-03-28 01:34:35.151623,1711586075.151622500,38684,443,0x0010,822,134137,,,,,,,,,,
503,172.20.146.77,23.51.246.151,6,TCP,54,504,2024-03-28 01:34:35.151624,1711586075.151624000,38684,443,0x0010,822,138793,,,,,,,,,,
504,23.51.246.151,172.20.146.77,6,TCP,5414,505,2024-03-28 01:34:35.151672,1711586075.151671900,443,38684,0x0018,138793,822,,,,,,,,,,
505,23.51.246.151,172.20.146.77,6,TCP,4074,506,2024-03-28 01:34:35.151672,1711586075.151671900,443,38684,0x0010,144153,822,,,,,,,,,,
506,172.20.146.77,23.51.246.151,6,TCP,54,507,2024-03-28 01:34:35.151677,1711586075.151676800,38684,443,0x0010,822,144153,,,,,,,,,,
507,172.20.146.77,23.51.246.151,6,TCP,54,508,2024-03-28 01:34:35.151679,1711586075.151678900,38684,443,0x0010,822,148173,,,,,,,,,,
