,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,udp_source_port,udp_destination_port
167,23.51.246.151,172.20.146.77,6,TLS,238,168,2024-03-28 01:34:34.382054,1711586074.382054000,443,38640,0x0018,208792,822,TLS_Packet_Captured,,,,,,,,,
168,23.51.246.151,172.20.146.77,6,TCP,1394,169,2024-03-28 01:34:34.382054,1711586074.382054000,443,38640,0x0010,207452,822,,,,,,,,,,
169,172.20.146.77,23.51.246.151,6,TCP,54,170,2024-03-28 01:34:34.382066,1711586074.382066600,38640,443,0x0010,822,202092,,,,,,,,,,
170,172.20.146.77,23.51.246.151,6,TCP,54,171,2024-03-28 01:34:34.382071,1711586074.382070500,38640,443,0x0010,822,207452,,,,,,,,,,
171,172.20.146.77,23.51.246.151,6,TCP,66,172,2024-03-28 01:34:34.382073,1711586074.382072900,38640,443,0x0010,822,207452,,,,,,,,,,
172,172.20.146.77,23.51.246.151,6,TCP,54,173,2024-03-28 01:34:34.382075,1711586074.382074700,38640,443,0x0010,822,208976,,,,,,,,,,
173,23.51.246.151,172.20.146.77,6,TLS,1394,174,2024-03-28 01:34:34.382076,1711586074.382075800,443,38640,0x0010,208976,822,TLS_Packet_Captured,,,,,,,,,
174,23.51.246.151,172.20.146.77,6,TLS,130,175,2024-03-28 01:34:34.382076,1711586074.382075900,443,38640,0x0018,211656,822,TLS_Packet_Captured,,,,,,,,,
175,172.20.146.77,23.51.246.151,6,TCP,54,176,2024-03-28 01:34:34.382078,1711586074.382077900,38640,443,0x0010,822,210316,,,,,,,,,,
176,172.20.146.77,23.51.246.151,6,TCP,66,177,2024-03-28 01:34:34.382079,1711586074.382079300,38640,443,0x0010,822,210316,,,,,,,,,,
177,23.51.246.151,172.20.146.77,6,TCP,1394,178,2024-03-28 01:34:34.382284,1711586074.382284200,443,38640,0x0010,210316,822,,,,,,,,,,
178,172.20.146.77,23.51.246.151,6,TCP,54,179,2024-03-28 01:34:34.382289,1711586074.382289000,38640,443,0x0010,822,211732,,,,,,,,,,
179,23.51.246.151,172.20.146.77,6,TLS,1394,180,2024-03-28 01:34:34.385292,1711586074.385292300,443,38640,0x0010,211732,822,TLS_Packet_Captured,,,,,,,,,
180,172.20.146.77,23.51.246.151,6,TCP,54,181,2024-03-28 01:34:34.385310,1711586074.385309800,38640,443,0x0010,822,213072,,,,,,,,,,
181,23.51.246.151,172.20.146.77,6,TLS,690,182,2024-03-28 01:34:34.387417,1711586074.387416700,443,38640,0x0018,213072,822,TLS_Packet_Captured,,,,,,,,,
182,23.51.246.151,172.20.146.77,6,TLS,1394,183,2024-03-28 01:34:34.387417,1711586074.387416900,443,38640,0x0010,213708,822,TLS_Packet_Captured,,,,,,,,,
183,172.20.146.77,23.51.246.151,6,TCP,54,184,2024-03-28 01:34:34.387434,1711586074.387434600,38640,443,0x0010,822,213708,,,,,,,,,,
184,172.20.146.77,23.51.246.151,6,TCP,54,185,2024-03-28 01:34:34.387444,1711586074.387443800,38640,443,0x0010,822,215048,,,,,,,,,,
185,23.51.246.151,172.20.146.77,6,TLS,2526,186,2024-03-28 01:34:34.388383,1711586074.388383000,443,38640,0x0018,215048,822,TLS_Packet_Captured,,,,,,,,,
186,23.51.246.151,172.20.146.77,6,TLS,8094,187,2024-03-28 01:34:34.388383,1711586074.388383100,443,38640,0x0018,217520,822,TLS_Packet_Captured,,,,,,,,,
187,172.20.146.77,23.51.246.151,6,TCP,54,188,2024-03-28 01:34:34.388404,1711586074.388404400,38640,443,0x0010,822,217520,,,,,,,,,,
188,172.20.146.77,23.51.246.151,6,TCP,54,189,2024-03-28 01:34:34.388417,1711586074.388417100,38640,443,0x0010,822,225560,,,,,,,,,,
189,23.51.246.151,172.20.146.77,6,TLS,2734,190,2024-03-28 01:34:34.388422,1711586074.388421600,443,38640,0x0010,225560,822,TLS_Packet_Captured,,,,,,,,,
190,172.20.146.77,23.51.246.151,6,TCP,54,191,2024-03-28 01:34:34.388424,1711586074.388423800,38640,443,0x0010,822,228240,,,,,,,,,,
191,23.51.246.151,172.20.146.77,6,TLS,1394,192,2024-03-28 01:34:34.388466,1711586074.388465900,443,38640,0x0010,228240,822,TLS_Packet_Captured,,,,,,,,,
192,172.20.146.77,23.51.246.151,6,TCP,54,193,2024-03-28 01:34:34.388470,1711586074.388469900,38640,443,0x0010,822,229580,,,,,,,,,,
193,23.51.246.151,172.20.146.77,6,TLS,2734,194,2024-03-28 01:34:34.389132,1711586074.389132200,443,38640,0x0010,229580,822,TLS_Packet_Captured,,,,,,,,,
194,172.20.146.77,23.51.246.151,6,TCP,54,195,2024-03-28 01:34:34.389147,1711586074.389146700,38640,443,0x0010,822,232260,,,,,,,,,,
195,23.51.246.151,172.20.146.77,6,TLS,1394,196,2024-03-28 01:34:34.393146,1711586074.393146200,443,38640,0x0018,232260,822,TLS_Packet_Captured,,,,,,,,,
196,23.51.246.151,172.20.146.77,6,TLS,1394,197,2024-03-28 01:34:34.393147,1711586074.393146400,443,38640,0x0010,233600,822,TLS_Packet_Captured,,,,,,,,,
197,172.20.146.77,23.51.246.151,6,TCP,54,198,2024-03-28 01:34:34.393165,1711586074.393164900,38640,443,0x0010,822,233600,,,,,,,,,,
198,172.20.146.77,23.51.246.151,6,TCP,54,199,2024-03-28 01:34:34.393175,1711586074.393174700,38640,443,0x0010,822,234940,,,,,,,,,,
199,23.51.246.151,172.20.146.77,6,TLS,6754,200,2024-03-28 01:34:34.393727,1711586074.393727100,443,38640,0x0018,234940,822,TLS_Packet_Captured,,,,,,,,,
200,23.51.246.151,172.20.146.77,6,TLS,966,201,2024-03-28 01:34:34.393727,1711586074.393727200,443,38640,0x0018,241640,822,TLS_Packet_Captured,,,,,,,,,
201,23.51.246.151,172.20.146.77,6,TLS,6754,202,2024-03-28 01:34:34.393727,1711586074.393727300,443,38640,0x0010,242552,822,TLS_Packet_Captured,,,,,,,,,
202,172.20.146.77,23.51.246.151,6,TCP,54,203,2024-03-28 01:34:34.393741,1711586074.393741400,38640,443,0x0010,822,241640,,,,,,,,,,
203,172.20.146.77,23.51.246.151,6,TCP,54,204,2024-03-28 01:34:34.393745,1711586074.393745200,38640,443,0x0010,822,242552,,,,,,,,,,
204,172.20.146.77,23.51.246.151,6,TCP,54,205,2024-03-28 01:34:34.393747,1711586074.393746600,38640,443,0x0010,822,249252,,,,,,,,,,
205,23.51.246.151,172.20.146.77,6,TLS,908,206,2024-03-28 01:34:34.398675,1711586074.398675100,443,38640,0x0018,249252,822,TLS_Packet_Captured,,,,,,,,,
206,172.20.146.77,23.51.246.151,6,TCP,54,207,2024-03-28 01:34:34.398692,1711586074.398692400,38640,443,0x0010,822,250106,,,,,,,,,,
207,172.20.146.77,172.20.144.1,17,DNS,78,208,2024-03-28 01:34:34.408043,1711586074.408043000,,,,,,,www.indiatimes.com,,1,0x0001,1,0,0,39833,53
208,172.20.146.77,172.20.144.1,17,DNS,78,209,2024-03-28 01:34:34.408049,1711586074.408049000,,,,,,,www.indiatimes.com,,28,0x0001,1,0,0,39833,53
209,172.20.144.1,172.20.146.77,17,DNS,260,210,2024-03-28 01:34:34.408889,1711586074.408888600,,,,,,,www.indiatimes.com,www.indiatimes.com,1,0x0001,1,3,0,53,39833
210,172.20.144.1,172.20.146.77,17,DNS,356,211,2024-03-28 01:34:34.409218,1711586074.409218000,,,,,,,www.indiatimes.com,www.indiatimes.com,28,0x0001,1,6,0,53,39833
211,172.20.146.77,23.51.246.151,6,TCP,74,212,2024-03-28 01:34:34.409580,1711586074.409579700,38682,443,0x0002,0,0,,,,,,,,,,
212,23.51.246.151,172.20.146.77,6,TCP,66,213,2024-03-28 01:34:34.450508,1711586074.450507900,443,38682,0x0012,0,1,,,,,,,,,,
213,172.20.146.77,23.51.246.151,6,TCP,54,214,2024-03-28 01:34:34.450630,1711586074.450630400,38682,443,0x0010,1,1,,,,,,,,,,
214,172.20.144.1,239.255.255.250,17,SSDP,167,215,2024-03-28 01:34:34.484098,1711586074.484097800,,,,,,,,,,,,,,61087,1900
215,172.20.146.77,23.51.246.151,6,TLS,571,216,2024-03-28 01:34:34.504755,1711586074.504754800,38682,443,0x0018,1,1,TLS_Packet_Captured,,,,,,,,,
216,23.51.246.151,172.20.146.77,6,TLS,2734,217,2024-03-28 01:34:34.545376,1711586074.545376000,443,38682,0x0018,1,518,TLS_Packet_Captured,,,,,,,,,
217,23.51.246.151,172.20.146.77,6,TCP,130,218,2024-03-28 01:34:34.545376,1711586074.545376200,443,38682,0x0018,4021,518,,,,,,,,,,
218,23.51.246.151,172.20.146.77,6,TCP,1394,219,2024-03-28 01:34:34.545376,1711586074.545376300,443,38682,0x0010,2681,518,,,,,,,,,,
219,172.20.146.77,23.51.246.151,6,TCP,54,220,2024-03-28 01:34:34.545425,1711586074.545424800,38682,443,0x0010,518,2681,,,,,,,,,,
220,172.20.146.77,23.51.246.151,6,TCP,66,221,2024-03-28 01:34:34.545442,1711586074.545442100,38682,443,0x0010,518,2681,,,,,,,,,,
221,172.20.146.77,23.51.246.151,6,TCP,54,222,2024-03-28 01:34:34.545446,1711586074.545445900,38682,443,0x0010,518,4097,,,,,,,,,,
222,23.51.246.151,172.20.146.77,6,TCP,54,223,2024-03-28 01:34:34.553384,1711586074.553383900,443,38682,0x0010,1,518,,,,,,,,,,
223,172.20.146.77,23.51.246.151,6,TCP,54,224,2024-03-28 01:34:34.553401,1711586074.553401200,38682,443,0x0010,518,4097,,,,,,,,,,
224,23.51.246.151,172.20.146.77,6,TLS,63,225,2024-03-28 01:34:34.566346,1711586074.566346000,443,38682,0x0018,5437,518,TLS_Packet_Captured,,,,,,,,,
225,23.51.246.151,172.20.146.77,6,DATA,1394,226,2024-03-28 01:34:34.566346,1711586074.566346300,443,38682,0x0010,4097,518,,,,,,,,,,
226,172.20.146.77,23.51.246.151,6,TCP,66,227,2024-03-28 01:34:34.566376,1711586074.566376100,38682,443,0x0010,518,4097,,,,,,,,,,
227,172.20.146.77,23.51.246.151,6,TCP,54,228,2024-03-28 01:34:34.566438,1711586074.566438400,38682,443,0x0010,518,5446,,,,,,,,,,
228,172.20.146.77,23.51.246.151,6,TLS,180,229,2024-03-28 01:34:34.568125,1711586074.568125200,38682,443,0x0018,518,5446,TLS_Packet_Captured,,,,,,,,,
229,23.51.246.151,172.20.146.77,6,TLS,105,230,2024-03-28 01:34:34.615596,1711586074.615596000,443,38682,0x0018,5446,644,TLS_Packet_Captured,,,,,,,,,
230,172.20.146.77,23.51.246.151,6,TCP,54,231,2024-03-28 01:34:34.615617,1711586074.615616600,38682,443,0x0010,644,5497,,,,,,,,,,
231,172.20.146.77,23.51.246.151,6,TLS,232,232,2024-03-28 01:34:34.616146,1711586074.616145700,38682,443,0x0018,644,5497,TLS_Packet_Captured,,,,,,,,,
232,23.51.246.151,172.20.146.77,6,TLS,2610,233,2024-03-28 01:34:34.682469,1711586074.682469200,443,38682,0x0018,5497,822,TLS_Packet_Captured,,,,,,,,,
233,23.51.246.151,172.20.146.77,6,TLS,2734,234,2024-03-28 01:34:34.682470,1711586074.682469500,443,38682,0x0018,8053,822,TLS_Packet_Captured,,,,,,,,,
234,23.51.246.151,172.20.146.77,6,TCP,2734,235,2024-03-28 01:34:34.682470,1711586074.682469500,443,38682,0x0018,10733,822,,,,,,,,,,
235,23.51.246.151,172.20.146.77,6,TCP,2734,236,2024-03-28 01:34:34.682470,1711586074.682469500,443,38682,0x0018,13413,822,,,,,,,,,,
236,172.20.146.77,23.51.246.151,6,TCP,54,237,2024-03-28 01:34:34.682492,1711586074.682492300,38682,443,0x0010,822,8053,,,,,,,,,,
237,172.20.146.77,23.51.246.151,6,TCP,54,238,2024-03-28 01:34:34.682522,1711586074.682521800,38682,443,0x0010,822,10733,,,,,,,,,,
238,172.20.146.77,23.51.246.151,6,TCP,54,239,2024-03-28 01:34:34.682525,1711586074.682525300,38682,443,0x0010,822,13413,,,,,,,,,,
239,172.20.146.77,23.51.246.151,6,TCP,54,240,2024-03-28 01:34:34.682527,1711586074.682526800,38682,443,0x0010,822,16093,,,,,,,,,,
240,23.51.246.151,172.20.146.77,6,TCP,2734,241,2024-03-28 01:34:34.682531,1711586074.682531400,443,38682,0x0018,16093,822,,,,,,,,,,
241,172.20.146.77,23.51.246.151,6,TCP,54,242,2024-03-28 01:34:34.682534,1711586074.682533600,38682,443,0x0010,822,18773,,,,,,,,,,
242,23.51.246.151,172.20.146.77,6,TCP,2734,243,2024-03-28 01:34:34.690198,1711586074.690198300,443,38682,0x0018,18773,822,,,,,,,,,,
243,23.51.246.151,172.20.146.77,6,TCP,2734,244,2024-03-28 01:34:34.690198,1711586074.690198400,443,38682,0x0018,21453,822,,,,,,,,,,
244,23.51.246.151,172.20.146.77,6,TLS,2734,245,2024-03-28 01:34:34.690198,1711586074.690198500,443,38682,0x0018,24133,822,TLS_Packet_Captured,,,,,,,,,
245,23.51.246.151,172.20.146.77,6,TCP,2734,246,2024-03-28 01:34:34.690198,1711586074.690198500,443,38682,0x0018,26813,822,,,,,,,,,,
246,172.20.146.77,23.51.246.151,6,TCP,54,247,2024-03-28 01:34:34.690218,1711586074.690218000,38682,443,0x0010,822,21453,,,,,,,,,,
247,172.20.146.77,23.51.246.151,6,TCP,54,248,2024-03-28 01:34:34.690249,1711586074.690248700,38682,443,0x0010,822,24133,,,,,,,,,,
248,23.51.246.151,172.20.146.77,6,TCP,2734,249,2024-03-28 01:34:34.690267,1711586074.690266600,443,38682,0x0018,29493,822,,,,,,,,,,
249,172.20.146.77,23.51.246.151,6,TCP,54,250,2024-03-28 01:34:34.690407,1711586074.690407000,38682,443,0x0010,822,32173,,,,,,,,,,
250,23.51.246.151,172.20.146.77,6,TLS,2734,251,2024-03-28 01:34:34.692952,1711586074.692952100,443,38682,0x0018,32173,822,TLS_Packet_Captured,,,,,,,,,
251,23.51.246.151,172.20.146.77,6,TCP,2734,252,2024-03-28 01:34:34.692952,1711586074.692952400,443,38682,0x0018,34853,822,,,,,,,,,,
252,23.51.246.151,172.20.146.77,6,TCP,2734,253,2024-03-28 01:34:34.692952,1711586074.692952400,443,38682,0x0018,37533,822,,,,,,,,,,
253,23.51.246.151,172.20.146.77,6,TCP,2734,254,2024-03-28 01:34:34.692952,1711586074.692952400,443,38682,0x0018,40213,822,,,,,,,,,,
254,172.20.146.77,23.51.246.151,6,TCP,54,255,2024-03-28 01:34:34.692973,1711586074.692973000,38682,443,0x0010,822,34853,,,,,,,,,,
255,23.51.246.151,172.20.146.77,6,TCP,2734,256,2024-03-28 01:34:34.693036,1711586074.693035500,443,38682,0x0018,42893,822,,,,,,,,,,
256,23.51.246.151,172.20.146.77,6,TCP,2734,257,2024-03-28 01:34:34.693036,1711586074.693035500,443,38682,0x0018,45573,822,,,,,,,,,,
257,23.51.246.151,172.20.146.77,6,TLS,1394,258,2024-03-28 01:34:34.693036,1711586074.693035600,443,38682,0x0010,48253,822,TLS_Packet_Captured,,,,,,,,,
258,172.20.146.77,23.51.246.151,6,TCP,54,259,2024-03-28 01:34:34.693215,1711586074.693215400,38682,443,0x0010,822,49593,,,,,,,,,,
259,23.51.246.151,172.20.146.77,6,TCP,1394,260,2024-03-28 01:34:34.693436,1711586074.693436100,443,38682,0x0018,49593,822,,,,,,,,,,
260,23.51.246.151,172.20.146.77,6,TCP,2734,261,2024-03-28 01:34:34.693436,1711586074.693436300,443,38682,0x0018,50933,822,,,,,,,,,,
261,172.20.146.77,23.51.246.151,6,TCP,54,262,2024-03-28 01:34:34.693697,1711586074.693697200,38682,443,0x0010,822,53613,,,,,,,,,,
262,23.51.246.151,172.20.146.77,6,TCP,2734,263,2024-03-28 01:34:34.696697,1711586074.696696800,443,38682,0x0018,53613,822,,,,,,,,,,
263,172.20.146.77,23.51.246.151,6,TCP,54,264,2024-03-28 01:34:34.696718,1711586074.696718400,38682,443,0x0010,822,56293,,,,,,,,,,
264,23.51.246.151,172.20.146.77,6,TLS,1394,265,2024-03-28 01:34:34.697296,1711586074.697296000,443,38682,0x0010,56293,822,TLS_Packet_Captured,,,,,,,,,
265,23.51.246.151,172.20.146.77,6,TCP,2734,266,2024-03-28 01:34:34.698566,1711586074.698566300,443,38682,0x0018,57633,822,,,,,,,,,,
266,172.20.146.77,23.51.246.151,6,TCP,54,267,2024-03-28 01:34:34.698576,1711586074.698575700,38682,443,0x0010,822,60313,,,,,,,,,,
267,23.51.246.151,172.20.146.77,6,TCP,2734,268,2024-03-28 01:34:34.698933,1711586074.698932800,443,38682,0x0018,60313,822,,,,,,,,,,
268,23.51.246.151,172.20.146.77,6,TCP,1394,269,2024-03-28 01:34:34.698933,1711586074.698932900,443,38682,0x0010,62993,822,,,,,,,,,,
269,172.20.146.77,23.51.246.151,6,TCP,54,270,2024-03-28 01:34:34.698939,1711586074.698939400,38682,443,0x0010,822,62993,,,,,,,,,,
270,23.51.246.151,172.20.146.77,6,TCP,1394,271,2024-03-28 01:34:34.699305,1711586074.699305400,443,38682,0x0018,64333,822,,,,,,,,,,
271,23.51.246.151,172.20.146.77,6,TCP,2734,272,2024-03-28 01:34:34.699306,1711586074.699305500,443,38682,0x0018,65673,822,,,,,,,,,,
272,172.20.146.77,23.51.246.151,6,TCP,54,273,2024-03-28 01:34:34.699331,1711586074.699330700,38682,443,0x0010,822,65673,,,,,,,,,,
273,172.20.146.77,23.51.246.151,6,TCP,54,274,2024-03-28 01:34:34.699431,1711586074.699431000,38682,443,0x0010,822,68353,,,,,,,,,,
274,23.51.246.151,172.20.146.77,6,TCP,2734,275,2024-03-28 01:34:34.705705,1711586074.705705300,443,38682,0x0018,68353,822,,,,,,,,,,
275,172.20.146.77,23.51.246.151,6,TCP,54,276,2024-03-28 01:34:34.705716,1711586074.705716200,38682,443,0x0010,822,71033,,,,,,,,,,
276,23.51.246.151,172.20.146.77,6,TCP,2734,277,2024-03-28 01:34:34.710540,1711586074.710540000,443,38682,0x0018,71033,822,,,,,,,,,,
277,23.51.246.151,172.20.146.77,6,TLS,2734,278,2024-03-28 01:34:34.710540,1711586074.710540300,443,38682,0x0018,73713,822,TLS_Packet_Captured,,,,,,,,,
278,23.51.246.151,172.20.146.77,6,TCP,2734,279,2024-03-28 01:34:34.710540,1711586074.710540300,443,38682,0x0018,76393,822,,,,,,,,,,
279,23.51.246.151,172.20.146.77,6,TCP,1394,280,2024-03-28 01:34:34.710540,1711586074.710540400,443,38682,0x0010,79073,822,,,,,,,,,,
280,172.20.146.77,23.51.246.151,6,TCP,54,281,2024-03-28 01:34:34.710598,1711586074.710597700,38682,443,0x0010,822,73713,,,,,,,,,,
281,172.20.146.77,23.51.246.151,6,TCP,54,282,2024-03-28 01:34:34.710691,1711586074.710690700,38682,443,0x0010,822,76393,,,,,,,,,,
282,172.20.146.77,23.51.246.151,6,TCP,54,283,2024-03-28 01:34:34.710693,1711586074.710693200,38682,443,0x0010,822,79073,,,,,,,,,,
283,172.20.146.77,23.51.246.151,6,TCP,54,284,2024-03-28 01:34:34.710695,1711586074.710694900,38682,443,0x0010,822,80413,,,,,,,,,,
284,23.51.246.151,172.20.146.77,6,TCP,1394,285,2024-03-28 01:34:34.710804,1711586074.710804100,443,38682,0x0018,80413,822,,,,,,,,,,
285,23.51.246.151,172.20.146.77,6,TLS,2734,286,2024-03-28 01:34:34.710804,1711586074.710804200,443,38682,0x0018,81753,822,TLS_Packet_Captured,,,,,,,,,
286,23.51.246.151,172.20.146.77,6,TCP,1394,287,2024-03-28 01:34:34.710804,1711586074.710804200,443,38682,0x0010,84433,822,,,,,,,,,,
287,172.20.146.77,23.51.246.151,6,TCP,54,288,2024-03-28 01:34:34.710812,1711586074.710811900,38682,443,0x0010,822,81753,,,,,,,,,,
288,172.20.146.77,23.51.246.151,6,TCP,54,289,2024-03-28 01:34:34.710815,1711586074.710815100,38682,443,0x0010,822,84433,,,,,,,,,,
289,172.20.146.77,23.51.246.151,6,TCP,54,290,2024-03-28 01:34:34.710817,1711586074.710816700,38682,443,0x0010,822,85773,,,,,,,,,,
290,23.51.246.151,172.20.146.77,6,TCP,1394,291,2024-03-28 01:34:34.711552,1711586074.711552200,443,38682,0x0018,85773,822,,,,,,,,,,
291,23.51.246.151,172.20.146.77,6,TCP,1394,292,2024-03-28 01:34:34.711552,1711586074.711552300,443,38682,0x0018,87113,822,,,,,,,,,,
292,23.51.246.151,172.20.146.77,6,TCP,2734,293,2024-03-28 01:34:34.711552,1711586074.711552300,443,38682,0x0018,88453,822,,,,,,,,,,
293,23.51.246.151,172.20.146.77,6,TCP,2734,294,2024-03-28 01:34:34.711552,1711586074.711552400,443,38682,0x0018,91133,822,,,,,,,,,,
294,23.51.246.151,172.20.146.77,6,TCP,2734,295,2024-03-28 01:34:34.711552,1711586074.711552400,443,38682,0x0018,93813,822,,,,,,,,,,
295,172.20.146.77,23.51.246.151,6,TCP,54,296,2024-03-28 01:34:34.711561,1711586074.711560700,38682,443,0x0010,822,87113,,,,,,,,,,
296,172.20.146.77,23.51.246.151,6,TCP,54,297,2024-03-28 01:34:34.711563,1711586074.711563400,38682,443,0x0010,822,88453,,,,,,,,,,
297,172.20.146.77,23.51.246.151,6,TCP,54,298,2024-03-28 01:34:34.711565,1711586074.711564900,38682,443,0x0010,822,91133,,,,,,,,,,
298,172.20.146.77,23.51.246.151,6,TCP,54,299,2024-03-28 01:34:34.711566,1711586074.711566100,38682,443,0x0010,822,93813,,,,,,,,,,
299,172.20.146.77,23.51.246.151,6,TCP,54,300,2024-03-28 01:34:34.711568,1711586074.711568400,38682,443,0x0010,822,96493,,,,,,,,,,
300,23.51.246.151,172.20.146.77,6,TCP,1394,301,2024-03-28 01:34:34.711570,1711586074.711569800,443,38682,0x0010,96493,822,,,,,,,,,,
301,172.20.146.77,23.51.246.151,6,TCP,54,302,2024-03-28 01:34:34.711571,1711586074.711571200,38682,443,0x0010,822,97833,,,,,,,,,,
302,23.51.246.151,172.20.146.77,6,TLS,1394,303,2024-03-28 01:34:34.712389,1711586074.712389000,443,38682,0x0018,97833,822,TLS_Packet_Captured,,,,,,,,,
303,23.51.246.151,172.20.146.77,6,TCP,2734,304,2024-03-28 01:34:34.712389,1711586074.712389100,443,38682,0x0018,99173,822,,,,,,,,,,
304,23.51.246.151,172.20.146.77,6,TCP,2734,305,2024-03-28 01:34:34.712389,1711586074.712389100,443,38682,0x0018,101853,822,,,,,,,,,,
305,23.51.246.151,172.20.146.77,6,TLS,2734,306,2024-03-28 01:34:34.712389,1711586074.712389100,443,38682,0x0018,104533,822,TLS_Packet_Captured,,,,,,,,,
306,172.20.146.77,23.51.246.151,6,TCP,54,307,2024-03-28 01:34:34.712399,1711586074.712399000,38682,443,0x0010,822,99173,,,,,,,,,,
307,172.20.146.77,23.51.246.151,6,TCP,54,308,2024-03-28 01:34:34.712441,1711586074.712440800,38682,443,0x0010,822,101853,,,,,,,,,,
308,172.20.146.77,23.51.246.151,6,TCP,54,309,2024-03-28 01:34:34.712444,1711586074.712443800,38682,443,0x0010,822,104533,,,,,,,,,,
309,172.20.146.77,23.51.246.151,6,TCP,54,310,2024-03-28 01:34:34.712445,1711586074.712445200,38682,443,0x0010,822,107213,,,,,,,,,,
310,23.51.246.151,172.20.146.77,6,TCP,2734,311,2024-03-28 01:34:34.718700,1711586074.718699600,443,38682,0x0018,107213,822,,,,,,,,,,
311,172.20.146.77,23.51.246.151,6,TCP,54,312,2024-03-28 01:34:34.718718,1711586074.718717500,38682,443,0x0010,822,109893,,,,,,,,,,
312,23.51.246.151,172.20.146.77,6,TCP,2734,313,2024-03-28 01:34:34.718973,1711586074.718973200,443,38682,0x0018,109893,822,,,,,,,,,,
313,23.51.246.151,172.20.146.77,6,TCP,2734,314,2024-03-28 01:34:34.718973,1711586074.718973300,443,38682,0x0018,112573,822,,,,,,,,,,
314,172.20.146.77,23.51.246.151,6,TCP,54,315,2024-03-28 01:34:34.718981,1711586074.718981000,38682,443,0x0010,822,112573,,,,,,,,,,
315,172.20.146.77,23.51.246.151,6,TCP,54,316,2024-03-28 01:34:34.719003,1711586074.719003300,38682,443,0x0010,822,115253,,,,,,,,,,
316,23.51.246.151,172.20.146.77,6,TCP,2734,317,2024-03-28 01:34:34.728762,1711586074.728761700,443,38682,0x0018,115253,822,,,,,,,,,,
317,172.20.146.77,23.51.246.151,6,TCP,54,318,2024-03-28 01:34:34.728781,1711586074.728781400,38682,443,0x0010,822,117933,,,,,,,,,,
318,23.51.246.151,172.20.146.77,6,TCP,4074,319,2024-03-28 01:34:34.729289,1711586074.729288800,443,38682,0x0018,117933,822,,,,,,,,,,
319,23.51.246.151,172.20.146.77,6,TLS,2734,320,2024-03-28 01:34:34.729289,1711586074.729289000,443,38682,0x0018,121953,822,TLS_Packet_Captured,,,,,,,,,
320,23.51.246.151,172.20.146.77,6,TCP,2734,321,2024-03-28 01:34:34.729289,1711586074.729289000,443,38682,0x0018,124633,822,,,,,,,,,,
321,23.51.246.151,172.20.146.77,6,TCP,2734,322,2024-03-28 01:34:34.729289,1711586074.729289000,443,38682,0x0018,127313,822,,,,,,,,,,
322,172.20.146.77,23.51.246.151,6,TCP,54,323,2024-03-28 01:34:34.729305,1711586074.729304500,38682,443,0x0010,822,121953,,,,,,,,,,
323,172.20.146.77,23.51.246.151,6,TCP,54,324,2024-03-28 01:34:34.729331,1711586074.729331200,38682,443,0x0010,822,124633,,,,,,,,,,
324,172.20.146.77,23.51.246.151,6,TCP,54,325,2024-03-28 01:34:34.729334,1711586074.729333800,38682,443,0x0010,822,127313,,,,,,,,,,
325,172.20.146.77,23.51.246.151,6,TCP,54,326,2024-03-28 01:34:34.729335,1711586074.729335100,38682,443,0x0010,822,129993,,,,,,,,,,
326,23.51.246.151,172.20.146.77,6,TLS,5414,327,2024-03-28 01:34:34.729744,1711586074.729744200,443,38682,0x0018,129993,822,TLS_Packet_Captured,,,,,,,,,
327,23.51.246.151,172.20.146.77,6,TCP,1394,328,2024-03-28 01:34:34.729744,1711586074.729744400,443,38682,0x0010,135353,822,,,,,,,,,,
328,172.20.146.77,23.51.246.151,6,TCP,54,329,2024-03-28 01:34:34.729755,1711586074.729755500,38682,443,0x0010,822,135353,,,,,,,,,,
329,172.20.146.77,23.51.246.151,6,TCP,54,330,2024-03-28 01:34:34.729759,1711586074.729759100,38682,443,0x0010,822,136693,,,,,,,,,,
330,23.51.246.151,172.20.146.77,6,TCP,4074,331,2024-03-28 01:34:34.729995,1711586074.729994700,443,38682,0x0018,136693,822,,,,,,,,,,
331,172.20.146.77,23.51.246.151,6,TCP,54,332,2024-03-28 01:34:34.730000,1711586074.730000500,38682,443,0x0010,822,140713,,,,,,,,,,
332,23.51.246.151,172.20.146.77,6,TCP,2142,333,2024-03-28 01:34:34.733473,1711586074.733472900,443,38682,0x0018,140713,822,,,,,,,,,,
333,23.51.246.151,172.20.146.77,6,TLS,6302,334,2024-03-28 01:34:34.733473,1711586074.733473100,443,38682,0x0018,142801,822,TLS_Packet_Captured,,,,,,,,,
334,23.51.246.151,172.20.146.77,6,TCP,1098,335,2024-03-28 01:34:34.733473,1711586074.733473100,443,38682,0x0018,149049,822,,,,,,,,,,
335,172.20.146.77,23.51.246.151,6,TCP,54,336,2024-03-28 01:34:34.733492,1711586074.733492200,38682,443,0x0010,822,142801,,,,,,,,,,
336,172.20.146.77,23.51.246.151,6,TCP,54,337,2024-03-28 01:34:34.733553,1711586074.733553300,38682,443,0x0010,822,149049,,,,,,,,,,
337,172.20.146.77,23.51.246.151,6,TCP,54,338,2024-03-28 01:34:34.733556,1711586074.733556100,38682,443,0x0010,822,150093,,,,,,,,,,
